# Registry: Charleston Road Registry Inc.
# Script: Jpan
# Version: 2.0
# Effective Date: 17-04-2023
# URL: https://www.iana.org/domains/idn-tables/tables/google_jpan_2.0.txt
# Policy: https://www.registry.google/about/policies/domainabuse/
# Contact Name: CRR Tech
# Email address: crr-tech@google.com
# Telephone: +1 (650) 253-0000
#
# Code points requiring context rules
#
# Code point                        Description of rule/Reference
#
# U+002D                            Label must neither start nor end with U+002D. Label
#    HYPHEN-MINUS                   must not have U+002D in both third and fourth
#                                   position. RFC 5891 (sec 4.2.3.1)
#

U+002D                         # HYPHEN-MINUS
U+6175                         # G, H, J, KP, K, -, T, -, V, II
U+6176                         # G, H, J, KP, K, -, T, -, V, II
U+6177                         # G, H, J, KP, K, -, T, -, V, II
U+617E                         # G, H, J, KP, K, -, T, -, V, II
U+6182                         # G, H, J, KP, K, -, T, -, V, II
U+6187                         # G, H, J, KP, K, -, T, -, -, --
U+618A                         # G, H, J, KP, K, -, T, -, -, II
U+618E                         # G, H, J, KP, K, -, T, -, -, II
U+6194                         # G, H, J, KP, K, -, T, -, V, II
U+6196                         # G, H, J, KP, K, -, T, -, -, --
U+619A                         # G, H, J, KP, K, -, T, -, V, II
U+61A4                         # G, H, J, KP, K, -, T, -, V, II
U+61A7                         # G, H, J, KP, K, -, T, -, -, II
U+61AB                         # G, H, J, KP, K, -, T, -, V, II
U+61AC                         # G, H, J, KP, K, -, T, -, -, II
U+61AE                         # G, H, J, KP, K, -, T, -, V, II
U+61B2                         # G, H, J, KP, K, -, T, -, V, II
U+61B6                         # G, H, J, KP, K, -, T, -, V, II
U+61BA                         # G, H, J, KP, K, -, T, -, V, II
U+61BE                         # G, H, J, KP, K, -, T, -, V, II
U+61C6                         # G, H, J, KP, K, -, T, -, -, --
U+61C7                         # G, H, J, KP, K, -, T, -, V, II
U+61C8                         # G, H, J, KP, K, -, T, -, -, II
U+61CA                         # G, H, J, KP, K, -, T, -, V, II
U+61CB                         # G, H, J, KP, K, -, T, -, -, II
U+61CC                         # G, H, J, KP, K, -, T, -, -, --
U+61CD                         # G, H, J, KP, K, -, T, -, -, II
U+61D0                         # G, H, J, KP, K, -, T, -, -, II
U+61E3                         # G, H, J, KP, K, -, T, -, -, II
U+61E6                         # G, H, J, KP, K, -, T, -, V, II
U+61F2                         # G, H, J, KP, K, -, T, -, V, II
U+61F4                         # G, -, J, KP, K, -, -, -, -, II
U+61F8                         # G, H, J, KP, K, -, T, -, -, II
U+61FD                         # G, H, J, KP, K, -, T, -, -, --
U+61FF                         # G, H, J, KP, K, -, T, -, -, II
U+6208                         # G, H, J, KP, K, -, T, -, V, II
U+6209                         # G, H, J, KP, K, -, T, -, -, --
U+620A                         # G, H, J, KP, K, -, T, -, V, II
U+620C                         # G, H, J, KP, K, -, T, -, V, II
U+620D                         # G, H, J, KP, K, -, T, -, V, II
U+620E                         # G, H, J, KP, K, -, T, -, V, II
U+6210                         # G, H, J, KP, K, -, T, -, V, II
U+6211                         # G, H, J, KP, K, -, T, -, V, II
U+6212                         # G, H, J, KP, K, -, T, -, V, II
U+6214                         # G, H, J, KP, K, -, T, -, -, II
U+6216                         # G, H, J, KP, K, -, T, -, V, II
U+621A                         # G, H, J, KP, K, -, T, -, V, II
U+621B                         # G, H, J, KP, K, -, T, -, V, II
U+621D                         # G, -, J, KP, -, -, T, -, -, --
U+621F                         # G, H, J, KP, K, -, T, -, V, II
U+6221                         # G, H, J, KP, K, -, T, -, -, II
U+6226                         # G, -, J, KP, K, -, T, -, -, II
U+622A                         # G, H, J, KP, K, -, T, -, V, II
U+622E                         # G, H, J, KP, K, -, T, -, -, II
U+622F                         # G, -, J, KP, -, -, T, -, -, II
U+6233                         # G, H, J, KP, K, -, T, -, -, II
U+6234                         # G, H, J, KP, K, -, T, -, -, II
U+6238                         # G, -, J, --, -, -, T, -, -, II
U+623B                         # G, -, J, KP, K, -, T, -, -, II
U+623F                         # G, H, J, KP, K, -, T, -, V, II
U+6240                         # G, H, J, KP, K, -, T, -, V, II
U+6241                         # G, H, J, KP, K, -, T, -, V, II
U+6247                         # G, H, J, KP, K, -, T, -, V, II
U+6248                         # G, H, J, KP, K, -, T, -, -, II
U+6249                         # G, H, J, KP, K, -, T, -, -, II
U+624B                         # G, H, J, KP, K, -, T, -, V, II
U+624D                         # G, H, J, KP, K, -, T, -, V, II
U+6253                         # G, H, J, KP, K, -, T, -, V, II
U+6255                         # G, -, J, --, K, -, -, -, V, II
U+6258                         # G, H, J, KP, K, -, T, -, V, II
U+625B                         # G, H, J, KP, K, -, T, -, V, II
U+625E                         # G, H, J, KP, K, -, T, -, -, II
U+6260                         # G, H, J, KP, K, -, T, -, V, II
U+6263                         # G, H, J, KP, K, -, T, -, V, II
U+6268                         # G, H, J, --, K, -, T, -, V, II
U+626E                         # G, H, J, KP, K, -, T, -, -, II
U+6271                         # G, H, J, KP, K, -, T, -, V, II
U+6276                         # G, H, J, KP, K, -, T, -, V, II
U+6279                         # G, H, J, KP, K, -, T, -, V, II
U+627C                         # G, H, J, KP, K, -, T, -, V, II
U+627E                         # G, H, J, KP, K, -, T, -, V, II
U+627F                         # G, H, J, KP, K, -, T, -, V, II
U+6280                         # G, H, J, KP, K, -, T, -, V, II
U+6282                         # G, H, J, --, K, -, T, -, -, --
U+6283                         # G, H, J, KP, K, -, T, -, V, --
U+6284                         # G, H, J, KP, K, -, T, -, V, II
U+628A                         # G, H, J, KP, K, -, T, -, V, II
U+6291                         # G, H, J, KP, K, -, T, -, V, II
U+6292                         # G, H, J, KP, K, -, T, -, V, II
U+6293                         # G, H, J, KP, K, -, T, -, V, II
U+6294                         # G, H, J, KP, K, -, T, -, V, II
U+6295                         # G, H, J, KP, K, -, T, -, V, II
U+6296                         # G, H, J, KP, K, -, T, -, V, II
U+6297                         # G, H, J, KP, K, -, T, -, V, II
U+6298                         # G, H, J, KP, K, -, T, -, V, II
U+629B                         # G, -, J, KP, K, -, T, -, V, II
U+629C                         # G, -, J, KP, K, -, T, -, -, II
U+629E                         # G, -, J, KP, K, -, T, -, V, II
U+62AB                         # G, H, J, KP, K, -, T, -, V, II
U+62AC                         # G, H, J, --, K, -, T, -, -, II
U+62B1                         # G, H, J, KP, K, -, T, -, V, II
U+62B5                         # G, H, J, KP, K, -, T, -, -, II
U+62B9                         # G, H, J, KP, K, -, T, -, -, II
U+62BC                         # G, H, J, KP, K, -, T, -, V, II
U+62BD                         # G, H, J, KP, K, -, T, -, V, II
U+62C5                         # G, H, J, KP, K, -, T, -, V, II
U+62C6                         # G, H, J, KP, K, -, T, -, V, II
U+62C7                         # G, H, J, KP, K, -, T, -, -, II
U+62C8                         # G, H, J, KP, K, -, T, -, V, II
U+62C9                         # G, H, J, KP, K, -, T, -, V, II
U+62CA                         # G, H, J, KP, K, -, T, -, -, II
U+62CC                         # G, H, J, KP, K, -, T, -, V, II
U+62CD                         # G, H, J, KP, K, -, T, -, V, II
U+62CF                         # G, H, J, KP, K, -, T, -, -, II
U+62D0                         # G, H, J, KP, K, -, T, -, V, II
U+62D1                         # G, H, J, KP, K, -, T, -, V, --
U+62D2                         # G, H, J, KP, K, -, T, -, V, II
U+62D3                         # G, H, J, KP, K, -, T, -, -, II
U+62D7                         # G, H, J, KP, K, -, T, -, V, II
U+62D8                         # G, H, J, KP, K, -, T, -, V, II
U+62D9                         # G, H, J, KP, K, -, T, -, V, II
U+62DB                         # G, H, J, KP, K, -, T, -, V, II
U+62DC                         # G, H, J, KP, K, -, T, -, V, II
U+62E0                         # G, -, J, KP, K, -, T, -, -, II
U+62E1                         # G, -, J, KP, K, -, T, -, -, II
U+62EC                         # G, H, J, KP, K, -, T, -, V, II
U+62ED                         # G, H, J, KP, K, -, T, -, V, II
U+62EE                         # G, H, J, KP, K, -, T, -, V, II
U+62EF                         # G, H, J, KP, K, -, T, -, V, II
U+62F1                         # G, H, J, KP, K, -, T, -, V, II
U+62F3                         # G, H, J, KP, K, -, T, -, V, II
U+62F5                         # G, H, J, KP, K, -, T, -, V, II
U+62F6                         # G, H, J, KP, K, -, T, -, -, II
U+62F7                         # G, H, J, KP, K, -, T, -, V, II
U+62FE                         # G, H, J, KP, K, -, T, -, V, II
U+6301                         # G, H, J, KP, K, -, T, -, V, II
U+6302                         # G, H, J, KP, K, -, T, -, V, II
U+6307                         # G, H, J, KP, K, -, T, -, V, II
U+6308                         # G, H, J, KP, K, -, T, -, -, II
U+6309                         # G, H, J, KP, K, -, T, -, V, II
U+630C                         # G, H, J, KP, K, -, T, -, V, --
U+6311                         # G, H, J, KP, K, -, T, -, V, II
U+6319                         # G, -, J, KP, K, -, T, -, -, II
U+631F                         # G, -, J, --, -, -, T, -, -, II
U+6327                         # G, -, J, --, -, -, -, -, -, --
U+6328                         # G, H, J, KP, K, -, T, -, -, II
U+632B                         # G, H, J, KP, K, -, T, -, V, II
U+632F                         # G, H, J, KP, K, -, T, -, V, II
U+633A                         # G, H, J, KP, K, -, T, -, -, II
U+633D                         # G, H, J, KP, K, -, T, -, -, II
U+633F                         # G, -, J, KP, K, -, T, -, -, II
U+6349                         # G, H, J, KP, K, -, T, -, V, II
U+634F                         # G, H, J, KP, K, -, T, -, -, II
U+6350                         # G, H, J, KP, K, -, T, -, V, II
U+6355                         # G, H, J, KP, K, -, T, -, V, II
U+6357                         # G, H, J, KP, K, -, T, -, -, II
U+635C                         # G, -, J, KP, K, -, T, -, -, II
U+6367                         # G, H, J, KP, K, -, T, -, V, II
U+6368                         # G, H, J, KP, K, -, T, -, V, II
U+6369                         # G, H, J, KP, K, -, T, -, -, II
U+636B                         # G, H, J, KP, K, -, T, -, -, II
U+6376                         # G, H, J, KP, K, -, T, -, -, II
U+6377                         # G, H, J, KP, K, -, T, -, V, II
U+637A                         # G, H, J, KP, K, -, T, -, V, II
U+637B                         # G, H, J, KP, K, -, T, -, V, II
U+6380                         # G, H, J, KP, K, -, T, -, -, II
U+6383                         # G, H, J, KP, K, -, T, -, V, II
U+6388                         # G, H, J, KP, K, -, T, -, V, II
U+6389                         # G, H, J, KP, K, -, T, -, V, II
U+638C                         # G, H, J, KP, K, -, T, -, V, II
U+638E                         # G, H, J, KP, K, -, T, -, -, --
U+638F                         # G, H, J, KP, K, -, T, -, V, II
U+6392                         # G, H, J, KP, K, -, T, -, V, II
U+6396                         # G, H, J, KP, K, -, T, -, -, II
U+6398                         # G, H, J, KP, K, -, T, -, V, II
U+639F                         # G, H, J, KP, K, -, T, -, -, II
U+63A0                         # G, H, J, KP, K, -, T, -, V, II
U+63A1                         # G, H, J, KP, K, -, T, -, V, II
U+63A2                         # G, H, J, KP, K, -, T, -, V, II
U+63A3                         # G, H, J, KP, K, -, T, -, V, II
U+63A5                         # G, H, J, KP, K, -, T, -, V, II
U+63A7                         # G, H, J, KP, K, -, T, -, V, II
U+63A8                         # G, H, J, KP, K, -, T, -, V, II
U+63A9                         # G, H, J, KP, K, -, T, -, V, II
U+63AA                         # G, H, J, KP, K, -, T, -, V, II
U+63AB                         # G, H, J, KP, K, -, T, -, -, --
U+63AC                         # G, H, J, KP, K, -, T, -, V, II
U+63B2                         # G, -, J, KP, -, -, T, -, -, II
U+63B4                         # G, -, J, --, -, -, -, -, -, II
U+63B5                         # G, -, J, --, -, -, -, -, -, --
U+63BB                         # G, -, J, --, K, -, -, -, -, II
U+63BE                         # G, H, J, KP, K, -, T, -, -, II
U+63C0                         # G, H, J, KP, K, -, T, -, V, II
U+63C3                         # G, H, J, KP, K, -, T, -, -, II
U+63C4                         # G, H, J, KP, K, -, T, -, -, II
U+63C6                         # G, H, J, KP, K, -, T, -, V, II
U+63C9                         # G, H, J, KP, K, -, T, -, -, II
U+63CF                         # G, H, J, KP, K, -, T, -, V, II
U+63D0                         # G, H, J, KP, K, -, T, -, V, II
U+63D2                         # G, H, J, KP, K, -, T, -, V, II
U+63D6                         # G, H, J, KP, K, -, T, -, V, II
U+63DA                         # G, H, J, KP, K, -, T, -, V, II
U+63DB                         # G, H, J, KP, K, -, T, -, V, II
U+63E1                         # G, H, J, KP, K, -, T, -, -, II
U+63E3                         # G, H, J, KP, K, -, T, -, -, II
U+63E9                         # G, H, J, KP, K, -, T, -, V, II
U+63EE                         # G, H, J, KP, K, -, T, -, V, II
U+63F4                         # G, H, J, KP, K, -, T, -, V, II
U+63F6                         # G, H, J, KP, K, -, T, -, -, II
U+63FA                         # G, -, J, KP, K, -, T, -, -, II
U+640D                         # G, H, J, KP, K, -, T, -, V, II
U+640F                         # G, H, J, KP, K, -, T, -, V, II
U+6413                         # G, H, J, KP, K, -, T, -, V, II
U+6417                         # G, H, J, KP, K, -, T, -, V, II
U+6426                         # G, H, J, KP, K, -, T, -, -, II
U+6428                         # G, H, J, KP, K, -, T, -, -, II
U+642C                         # G, H, J, KP, K, -, T, -, V, II
U+6434                         # G, H, J, KP, K, -, T, -, -, II
U+6436                         # G, H, J, KP, K, -, T, -, -, II
U+643A                         # G, H, J, KP, K, -, T, -, -, II
U+643E                         # G, H, J, KP, K, -, T, -, -, II
U+6442                         # G, -, J, KP, -, -, -, -, -, II
U+644E                         # G, H, J, KP, K, -, T, -, -, --
U+6458                         # G, H, J, KP, K, -, T, -, V, II
U+6467                         # G, H, J, KP, K, -, T, -, -, II
U+6469                         # G, H, J, KP, K, -, T, -, -, II
U+646F                         # G, H, J, KP, K, -, T, -, -, II
U+6476                         # G, H, J, KP, K, -, T, -, -, II
U+6478                         # G, H, J, KP, K, -, T, -, V, II
U+6483                         # G, -, J, KP, -, -, T, -, -, II
U+6488                         # G, H, J, KP, K, -, T, -, V, II
U+6492                         # G, H, J, KP, K, -, T, -, -, II
U+6493                         # G, H, J, KP, K, -, T, -, V, II
U+6495                         # G, H, J, KP, K, -, T, -, -, II
U+649E                         # G, H, J, KP, K, -, T, -, V, II
